Facility Name,Site Address,Community,Inspection Area,Last Inspected,Last Infractions,Services
THE PICK & SHOVEL,"#30 Water ST S,  CAMBRIDGE ON N1R 3C5",CAMBRIDGE,Food Safety,09-Dec-2020,3,-
THE RICH UNCLE TAVERN,"#45 King St W,  KITCHENER ON N2G 1A1",KITCHENER,Food Safety,12-Mar-2020,6,-
THE ROUND TABLE,"#105-280 Lester St,  Waterloo ON N2L 3W5",WATERLOO,Food Safety,02-Nov-2020,,-
THE SCONERY,"#675 Belmont Ave W,  Kitchener Ontario N2M 1N8",KITCHENER,Food Safety,04-Nov-2020,2,-
THE SEITANISTS,"#104-141 Whitney Pl,  Kitchener ON N2G 2X8",KITCHENER,Food Safety,16-Jul-2019,,-
THE SUGARPLUM CASTLE,"#1143 Bleams Rd,  Mannheim ON N0B 2H0",PETERSBURG,Food Safety,03-May-2019,1,-
THE THREE,"#20 Erb St. W,  Waterloo ON N2L 1T2",WATERLOO,Food Safety,-,,-
THE TRAGICALLY CHIP,"#258 Northumberland St,  North Dumfries ON N0B 1E0",AYR,Food Safety,17-May-2019,,-
THE VILLAGE,"#33-366 Hespeler Rd,  Cambridge Ontario N1R 6J6",CAMBRIDGE,Food Safety,29-Jan-2021,1,-
THE VILLAGE AT UNIVERSITY GATES LTCH & RH,"#250 LAURELWOOD DR,  WATERLOO ON N2J 0E2",WATERLOO,Food Safety,02-Dec-2020,4,-
THE VILLAGE EATERY,"#12 Queen St E,  CAMBRIDGE ON N3C 2A8",CAMBRIDGE,Food Safety,14-Sep-2020,2,-
THE VILLAGE OF WINSTON PARK (NURSING & RETIREMENT HOME),"#695 BLOCK LINE RD,  KITCHENER ON N2E 3K1",KITCHENER,Food Safety,01-Dec-2020,3,-
THE WILD BOAR,"#440 Weber St N,  Waterloo ON",KITCHENER,Food Safety,18-Oct-2019,,-
THE WITTY & CO.,"#2-20 Ainslie Street North,  Cambridge ON N1R 3J4",CAMBRIDGE,Food Safety,10-Mar-2020,,-
THIRSTY'S BAR & GRILL,"#12-465 PHILLIP ST,  WATERLOO ON N2L 6C7",WATERLOO,Food Safety,11-Feb-2020,3,-
THOSE PIZZA GUYS,"#9 Front St,  St. Jacobs ON N0B 2N0",ST. JACOBS,Food Safety,11-Sep-2020,3,-
THREE BRIDGES LODGE,"#635 HAWKESVILLE RD,  WOOLWICH ON N0B 2N0",WOOLWICH,Food Safety,12-Dec-2019,2,-
THREE KRETANS,"#B-151 FREDERICK ST,  KITCHENER ON N2H 2M2",KITCHENER,Food Safety,07-Oct-2019,,-
THYME PIZZA N ROLLS,"#540 Westforest Trail,  Kitchener ON N2K 4C9",KITCHENER,Food Safety,10-Dec-2020,,-
TIEN LEE,"#32 ARTHUR ST S,  ELMIRA ON N3B 2M7",ELMIRA,Food Safety,11-Dec-2020,,-
TIM BAKERY,"#2-14 Hoffman St,  Kitchener ON N2M 3M4",AYR,Food Safety,25-Jun-2020,3,-
TIM HORTONS,"#301 WATER ST S,  CAMBRIDGE ON N1R 8N6",CAMBRIDGE,Food Safety,20-Jan-2021,2,-
TIM HORTONS,"#299 DOON VALLEY DR,  KITCHENER ON N2G 4M4",KITCHENER,Food Safety,06-Nov-2019,1,-
TIM HORTONS,"#425 HESPELER RD,  CAMBRIDGE ON N1R 6J2",CAMBRIDGE,Food Safety,09-Oct-2020,2,-
TIM HORTONS,"#1000 VICTORIA ST N,  KITCHENER ON N2B 3C4",KITCHENER,Food Safety,28-Jan-2021,2,-
TIM HORTONS,"#925 KING ST E,  KITCHENER ON N2G 2M7",KITCHENER,Food Safety,17-Sep-2020,1,-
TIM HORTONS,"#795 OTTAWA ST S,  KITCHENER ON N2E 3H5",KITCHENER,Food Safety,26-Oct-2020,2,-
TIM HORTONS,"#526 Lancaster St W,  KITCHENER ON N2K 1L9",KITCHENER,Food Safety,21-Feb-2020,,-
TIM HORTONS,"#415 KING ST N,  WATERLOO ON N2J 2Z4",WATERLOO,Food Safety,10-Jan-2020,,-
TIM HORTONS,"#130 CEDAR ST,  CAMBRIDGE ON N1S 1W4",CAMBRIDGE,Food Safety,09-Jan-2020,4,-
TIM HORTONS,"#227 KING ST S,  WATERLOO ON N2J 4C5",WATERLOO,Food Safety,28-Oct-2019,1,-
TIM HORTONS,"#150 HOLIDAY INN DR,  CAMBRIDGE ON N3C 3T2",CAMBRIDGE,Food Safety,25-Jan-2021,1,-
TIM HORTONS,"#700 WESTMOUNT RD E,  KITCHENER ON N2M 1R9",KITCHENER,Food Safety,27-Jan-2020,2,-
TIM HORTONS,"#300 ST ANDREWS ST,  CAMBRIDGE ON N1S 1P3",CAMBRIDGE,Food Safety,25-Mar-2019,2,-
TIM HORTONS,"#384 KING ST N,  WATERLOO ON N2J 2Z3",WATERLOO,Food Safety,16-Jan-2020,,-
TIM HORTONS,"#31 DUNDAS ST S,  CAMBRIDGE ON N1R 8N9",CAMBRIDGE,Food Safety,09-Aug-2019,3,-
TIM HORTONS,"#638 BELMONT Ave W,  KITCHENER ON N2M 1N6",KITCHENER,Food Safety,10-Feb-2020,,-
TIM HORTONS,"#5-374 HAMILTON RD,  NEW HAMBURG ON N3A 2J2",NEW HAMBURG,Food Safety,10-Mar-2020,1,-
TIM HORTONS,"#305 ARTHUR ST S,  ELMIRA ON N3B 2P4",ELMIRA,Food Safety,10-Feb-2020,1,-
TIM HORTONS,"#34 SNYDER'S RD W,  BADEN ON N3A 4P3",BADEN,Food Safety,21-Jan-2020,3,-
TIM HORTONS,"#350 HESPELER RD,  CAMBRIDGE ON N1R 7N7",CAMBRIDGE,Food Safety,31-Jul-2020,4,-
TIM HORTONS,"#670 FAIRWAY RD S,  KITCHENER ON N2C 1X3",KITCHENER,Food Safety,22-Sep-2020,,-
TIM HORTONS,"#900 JAMIESON PKY,  CAMBRIDGE ON N3C 4N6",CAMBRIDGE,Food Safety,18-Sep-2020,2,-
TIM HORTONS,"#120 OTTAWA ST N,  KITCHENER ON N2H 3K4",KITCHENER,Food Safety,31-Aug-2020,,-
TIM HORTONS,"#151 COLUMBIA ST W,  WATERLOO ON N2L 3L2",WATERLOO,Food Safety,20-Oct-2020,1,-
TIM HORTONS,"#685 FISCHER-HALLMAN RD,  KITCHENER ON N2E 1L7",KITCHENER,Food Safety,08-Jan-2020,1,-
TIM HORTONS,"#1144 COURTLAND AVE E,  KITCHENER ON N2C 2M5",KITCHENER,Food Safety,26-Nov-2019,1,-
TIM HORTONS,"#5 WESTHILL DR,  WATERLOO ON N2T 0B6",WATERLOO,Food Safety,15-Jan-2020,,-
TIM HORTONS,"#1241 WEBER St E,  KITCHENER ON N2A 1C2",KITCHENER,Food Safety,31-Aug-2020,1,-
TIM HORTONS,"#275 WATER ST N,  CAMBRIDGE ON N1R 3B9",CAMBRIDGE,Food Safety,29-Jul-2020,3,-
TIM HORTONS,"#1426 WEBER ST E,  KITCHENER ON N2A 1C4",KITCHENER,Food Safety,08-Sep-2020,,-
TIM HORTONS,"#340 Westmount Rd W,  KITCHENER ON N2M 5C4",KITCHENER,Food Safety,20-Feb-2020,1,-
TIM HORTONS,"#1020 OTTAWA ST N,  KITCHENER ON N2A 3Z3",KITCHENER,Food Safety,23-Jul-2020,1,-
TIM HORTONS,"#8457-108 Univeristy Ave E,  Waterloo Ontario",WATERLOO,Food Safety,09-Aug-2019,,-
TIM HORTONS,"#1011 Northumberland ST,  North Dumfries ON N0B 1E0",AYR,Food Safety,29-Jan-2020,4,-
TIM HORTONS,"#65 UNIVERSITY Ave E,  WATERLOO ON N2J 2V9",WATERLOO,Food Safety,30-Jul-2020,,-
TIM HORTONS,"#1415 Huron Rd,  Kitchener ON N2R 0L3",KITCHENER,Food Safety,04-Feb-2020,1,-
TIM HORTONS,"#465 PHILLIP ST,  WATERLOO ON N2L 3X2",WATERLOO,Food Safety,20-Jul-2020,2,-
TIM HORTONS,"#260 BLEAMS RD,  KITCHENER ON N2C 2K6",KITCHENER,Food Safety,29-Jan-2021,1,-
TIM HORTONS,"#585 WEBER ST N,  WATERLOO ON N2V 1V8",WATERLOO,Food Safety,10-Jan-2020,2,-
TIM HORTONS,"#550 KING ST N,  WATERLOO ON N2L 5W6",WATERLOO,Food Safety,29-Sep-2020,,-
TIM HORTONS,"#210-1201 FISCHER HALLMAN RD,  Kitchener ON N2N 4X8",KITCHENER,Food Safety,23-Oct-2020,,-
TIM HORTONS,"#730 KING ST W,  KITCHENER ON N2G 1E6",KITCHENER,Food Safety,20-Oct-2020,2,-
TIM HORTONS,"#1500 Highland Rd W,  KITCHENER ON N2N 3K6",KITCHENER,Food Safety,31-Jan-2020,1,-
TIM HORTONS,"#851 FISCHER-HALLMAN RD,  KITCHENER ON N2M 2N8",KITCHENER,Food Safety,02-Feb-2021,,-
TIM HORTONS,"#109 KING ST N,  WATERLOO ON N2J 2X5",WATERLOO,Food Safety,04-Feb-2020,,-
TIM HORTONS,"#2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",KITCHENER,Food Safety,21-Feb-2020,1,-
TIM HORTONS,"#565 KING ST N,  WATERLOO ON N2L 5Z7",WATERLOO,Food Safety,06-Oct-2020,2,-
TIM HORTONS,"#2430 HOMER WATSON BLVD,  KITCHENER ON N2G 3W5",KITCHENER,Food Safety,11-Sep-2020,,-
TIM HORTONS,"#845 Saginaw Pkwy,  CAMBRIDGE ON N1T 1X5",CAMBRIDGE,Food Safety,29-Jul-2020,3,-
TIM HORTONS,"#4285 KING ST E,  KITCHENER ON N2P 2E9",KITCHENER,Food Safety,06-Feb-2020,2,-
TIM HORTONS,"#55 NORTHFIELD DR E,  WATERLOO ON N2K 3T6",WATERLOO,Food Safety,20-Feb-2020,,-
TIM HORTONS,"#355 HESPELER RD,  CAMBRIDGE ON N1R 6B3",CAMBRIDGE,Food Safety,04-Mar-2020,,-
TIM HORTONS,"#A-95 SAGINAW PKY,  CAMBRIDGE ON N1T 1W2",CAMBRIDGE,Food Safety,29-Jul-2020,1,-
TIM HORTONS,"#750 OTTAWA ST S,  KITCHENER ON N2E 1B6",KITCHENER,Food Safety,06-Jan-2020,4,-
TIM HORTONS,"#1229 KING ST N,  ST. JACOBS ON N0B 2N0",ST. JACOBS,Food Safety,05-Feb-2020,1,-
TIM HORTONS,"#4396 KING ST E,  KITCHENER ON N2G 3W6",KITCHENER,Food Safety,23-Jan-2020,1,-
TIM HORTONS,"#235 FRANKLIN BLVD,  CAMBRIDGE ON N1T 1P8",CAMBRIDGE,Food Safety,02-Nov-2020,,-
TIM HORTONS,"#94 BRIDGEPORT RD E,  WATERLOO ON N2J 2J9",WATERLOO,Food Safety,23-Jul-2019,,-
TIM HORTONS,"#2485 EAGLE ST N,  CAMBRIDGE ON N3H 1C9",CAMBRIDGE,Food Safety,19-Oct-2020,,-
TIM HORTONS,"#425 UNIVERSITY Ave E,  WATERLOO ON N2K 4C9",WATERLOO,Food Safety,20-Jul-2020,1,-
TIM HORTONS,"#1450 BLOCK LINE RD,  KITCHENER ON N2C 0A5",KITCHENER,Food Safety,05-Dec-2019,1,-
TIM HORTONS,"#209 PINEBUSH RD,  CAMBRIDGE ON N1R 7H8",CAMBRIDGE,Food Safety,18-Sep-2020,3,-
TIM HORTONS,"#354 HIGHLAND RD W,  KITCHENER ON N2M 3C7",KITCHENER,Food Safety,20-Jan-2020,1,-
TIM HORTONS,"#1460 KING ST E,  CAMBRIDGE ON N3H 3R4",CAMBRIDGE,Food Safety,18-Feb-2020,1,-
TIM HORTONS,"#123 PIONEER DR,  KITCHENER ON N2P 2A3",KITCHENER,Food Safety,10-Sep-2020,,-
TIM HORTONS,"#1055 FOUNTAIN ST N,  CAMBRIDGE ON N3H 5K2",CAMBRIDGE,Food Safety,03-Dec-2020,,-
TIM HORTONS,"#303 KING ST E,  CAMBRIDGE ON N3H 3M7",CAMBRIDGE,Food Safety,14-Jan-2020,,-
TIM HORTONS,"#1475 VICTORIA ST N,  KITCHENER ON N2B 3C4",KITCHENER,Food Safety,14-Jan-2020,1,-
TIM HORTONS,"#41-385 FREDERICK ST,  KITCHENER ON N2H 2P2",KITCHENER,Food Safety,27-Jul-2020,1,-
TIM HORTONS - CAMBRIDGE MEMORIAL HOSPITAL,"#700 CORONATION BLVD,  CAMBRIDGE ON N1R 3G2",CAMBRIDGE,Food Safety,01-Sep-2020,,-
TIM HORTONS - GRAND RIVER HOSPITAL - FREEPORT CAMPUS,"#3570 KING ST E,  KITCHENER ON N2A 2W1",KITCHENER,Food Safety,02-Dec-2020,1,-
TIM HORTONS - GRAND RIVER HOSPITAL - KW CAMPUS,"#835 KING ST W,  KITCHENER ON N2G 2M7",KITCHENER,Food Safety,23-Sep-2020,3,-
TIM HORTONS - ST. MARY'S GENERAL HOSPITAL,"#911 QUEENS BLVD,  KITCHENER ON N2M 1B2",KITCHENER,Food Safety,13-Feb-2020,,-
TIMELESS CAFE AND BAKERY,"#305 Northfield Dr E,  WATERLOO ON N2V 2N4",WATERLOO,Food Safety,25-Nov-2019,1,-
TINY CAKES,"#102-65 Dickson ST,  CAMBRIDGE ON N1R 7A5",CAMBRIDGE,Food Safety,19-Feb-2019,1,-
TINY HOPPERS,"#1-4341 King St,  Kitchener ON N2P 2E9",KITCHENER,Food Safety,09-Feb-2021,,-
TITO'S 2 FOR 1 PIZZA,"#165 FISHER MILLS RD,  CAMBRIDGE ON N3C 1E1",CAMBRIDGE,Food Safety,20-Oct-2020,3,-
TITO'S PIZZA,"#153 COUNTRY HILL DR,  KITCHENER ON N2E 2G7",KITCHENER,Food Safety,11-Dec-2019,3,-
TITO'S PIZZA,"#304 St Andrews St,  Cambridge ON N1S 1P2",CAMBRIDGE,Food Safety,23-Jul-2020,8,-
TITO'S PIZZA,"#21 McKay St,  CAMBRIDGE ON N1R 4G2",CAMBRIDGE,Food Safety,28-Jan-2020,4,-
TITO'S PIZZA,"#5-148 PEEL ST,  NEW HAMBURG ON N3A 1E3",NEW HAMBURG,Food Safety,23-Jul-2020,4,-
TITO'S PIZZA,"#47 Northumberland St,  AYR ON N0B 1E0",AYR,Food Safety,31-Jan-2020,5,-
TOASTERS: FAMILY DINER,"#1-1531 EAGLE ST N,  CAMBRIDGE ON N3H 1E1",CAMBRIDGE,Food Safety,23-Jul-2020,,-
TOGETHER WE'RE BITTER CO-OPERATIVE BREWING,"#1-300 MILL St,  KITCHENER ON N2M 5G8",KITCHENER,Food Safety,27-Sep-2019,1,-
TOKYO SUSHI,"#3,4,6-253 King St N,  WATERLOO ON N2J 2Y8",WATERLOO,Food Safety,10-Nov-2020,,-
TOMMY'S PIZZA & WINGS,"#1203 King St E,  CAMBRIDGE ON N3H 3P9",CAMBRIDGE,Food Safety,17-Sep-2020,,-
TONIX SEED OIL,"#154 Victoria St,  Kitchener ON N2G 2B5",KITCHENER,Food Safety,15-Aug-2019,2,-
TONY'S FAMILY DINER,"#1-195 Franklin BLVD,  CAMBRIDGE ON N1R 8H3",CAMBRIDGE,Food Safety,06-Jan-2021,2,-
TOOTIES MINI DONUTS,"#1145 Concession Rd,  Cambridge ON N3H 4L6",AYR,Food Safety,12-Feb-2020,1,-
TOP MARKET FAMILY FARMS,"#2-960 KING ST E,  CAMBRIDGE ON N3H 3P3",CAMBRIDGE,Food Safety,28-Oct-2020,,-
TOPPERS PIZZA,"#12-324 HIGHLAND RD W,  KITCHENER ON N2M 5G2",KITCHENER,Food Safety,27-Jan-2020,4,-
TORREENSE STORE,"#223 MILL ST,  KITCHENER ON N2M 3R3",KITCHENER,Food Safety,28-Jan-2020,,-
TOWN PANTRY,"#5-179 UNION ST,  NEW HAMBURG ON N3A 1R4",NEW HAMBURG,Food Safety,03-Dec-2019,,-
TOWN SQUARE PHARMACY LTD,"#D-100 Mill,  St  New Hamburg ON N3A 1R1",NEW HAMBURG,Food Safety,09-Sep-2020,,-
TOWNE BOWL,"#11 OTTAWA ST N,  KITCHENER ON N2H 3K1",KITCHENER,Food Safety,10-Feb-2020,,-
TOYOTA (NORTH),"#1055 FOUNTAIN ST N,  CAMBRIDGE ON N3H 5K2",CAMBRIDGE,Food Safety,27-Nov-2019,,-
TOYOTA (SOUTH),"#1055 FOUNTAIN ST N,  CAMBRIDGE ON N3H 5K2",CAMBRIDGE,Food Safety,06-Dec-2019,,-
TRAVERSE INDEPENDENCE - OPPORTUNITY CENTRE,"#18A-450 Westheights Dr,  Kitchener N2N 2B9 ON",KITCHENER,Food Safety,18-Aug-2020,2,-
TREASURE HUNT,"#150 Holiday Inn Dr,  CAMBRIDGE ON N3C 1Z5",CAMBRIDGE,Food Safety,11-Mar-2019,2,-
TRES CHILES,"#111-1450 Block Line Rd,  Kitchener ON N2C 0A5",AYR,Food Safety,15-Jul-2020,2,-
TRI CITY MULTICULTURAL FOODS,"#533 WEBER ST E,  KITCHENER ON N2H 1G6",KITCHENER,Food Safety,07-Nov-2019,,-
TRILLIUM BILINGUAL MONTESSORI SCHOOL,"#201-4195 King St E,  Kitchener ON N2P 0C1",KITCHENER,Food Safety,08-Feb-2021,,-
TRILLIUM LUTHERAN CHURCH-COMMUNITY MINISTRY PROGRAM,"#22 Willow St,  WATERLOO ON N2J 1V5",WATERLOO,Food Safety,19-Sep-2019,,-
TRINITY COMMUNITY TABLE,"#14 BLAIR RD,  CAMBRIDGE ON N1S 2H5",CAMBRIDGE,Food Safety,25-Sep-2019,,-
TRINITY UNITED CHURCH,"#21 ARTHUR ST N,  ELMIRA ON N3B 2M4",ELMIRA,Food Safety,30-Sep-2019,,-
TRINITY VILLAGE CARE CENTRE,"#2727 KINGSWAY DR,  KITCHENER ON N2C 1A7",KITCHENER,Food Safety,28-Nov-2020,1,-
TRINITY VILLAGE STUDIOS,"#2711 KINGSWAY DR,  KITCHENER ON N2C 2T2",KITCHENER,Food Safety,23-Sep-2020,,-
TSUJIRI,"#3-330 Phillip Street,  Waterloo ON N2L 3W9",WATERLOO,Food Safety,30-Oct-2020,,-
TWH SOCIAL,"#1 KING ST W,  KITCHENER ON N2G 1A1",KITCHENER,Food Safety,09-Dec-2019,2,-
TWICE THE DEAL PIZZA,"#402 KING ST N,  WATERLOO ON N2J 2Z4",WATERLOO,Food Safety,08-Feb-2021,4,-
TWICE THE DEAL PIZZA,"#1500 WEBER ST E,  KITCHENER ON N2A 2Y5",KITCHENER,Food Safety,09-Dec-2020,2,-
TWICE THE DEAL PIZZA,"#5-250 DUNDAS ST S,  CAMBRIDGE ON N1R 8A8",CAMBRIDGE,Food Safety,05-Feb-2021,3,-
TWICE THE DEAL PIZZA,"#315 Arthur St S,  ELMIRA ON N3B 3L5",ELMIRA,Food Safety,10-Feb-2020,2,-
TWICE THE DEAL PIZZA,"#1-338 WATERLOO ST,  NEW HAMBURG ON N3A 1T6",NEW HAMBURG,Food Safety,21-Feb-2020,5,-
TWICE THE DEAL PIZZA,"#8 Bloomingdale Rd N,  Kitchener ON N2K 1A2",KITCHENER,Food Safety,27-Jan-2020,,-
TWICE THE DEAL PIZZA,"#7-480 HESPELER RD,  CAMBRIDGE ON N1R 7R9",CAMBRIDGE,Food Safety,22-Oct-2020,1,-
TWICE THE DEAL PIZZA,"#207-215 HIGHLAND RD W,  KITCHENER ON N2M 3C2",KITCHENER,Food Safety,25-Nov-2020,7,-
TWICE THE DEAL PIZZA,"#1450 Block Line RD,  KITCHENER ON N2C 0A5",KITCHENER,Food Safety,05-Oct-2020,1,-
TWICE THE DEAL PIZZA,"#135-600 LAURELWOOD DR,  WATERLOO ON N2V 0A2",WATERLOO,Food Safety,17-Jan-2021,,-
TWIN OAKS OF MARYHILL,"#1360 MARYHILL RD,  MARYHILL ON N0B 2B0",MARYHILL,Food Safety,17-Sep-2020,2,-
TWINCITY PIZZA,"#1-500 GLEN FORREST BLVD,  WATERLOO ON N2L 5G4",WATERLOO,Food Safety,21-Jan-2021,3,-
TWO CALVES STANDING,"#3876 Sandhills Rd,  Baden ON N3A 3A8",BADEN,Food Safety,06-May-2020,1,-
TWO GOBLETS,"#22 Ontario N,  KITCHENER ON N2H 4Y4",KITCHENER,Food Safety,18-Sep-2019,1,-
ULTRAMAR,"#136 Weber  St S,  WATERLOO ON N2J 2A8",WATERLOO,Food Safety,26-Feb-2020,,-
UMI SUSHI & TERIYAKI,"#7B-2960 KINGSWAY DR,  KITCHENER ON N2C 1X1",KITCHENER,Food Safety,14-Feb-2020,,-
UNCLE'S SHAWARMA & KABOB,"#M-425 University Ave E,  WATERLOO ON N2K 4C9",WATERLOO,Food Safety,04-Feb-2021,,-
"UNDERGROUND FLAVOUR GROUP, THE","#102-305 King St. W,  Kitchener ON N2G 1B9",KITCHENER,Food Safety,11-Dec-2020,1,-
UNDERHILL RESIDENCE-KITCHEN,"#127 ERB ST W,  WATERLOO ON N2L 1T7",WATERLOO,Food Safety,29-Nov-2019,,-
"UNFACTORY FARM, THE","#3955 Manser RD,  WELLESLEY ON N0K 1L0",WELLESLEY,Food Safety,26-Nov-2019,,-
UNION BURGER,"#281 King St W,  KITCHENER ON N2G 1B1",KITCHENER,Food Safety,26-Feb-2020,,-
UNION MINI MART,"#121 UNION ST E,  WATERLOO ON N2J 1C4",WATERLOO,Food Safety,10-Jan-2020,,-
UNIVERSITY CONVENIENCE,"#30-170 UNIVERSITY Ave W,  WATERLOO ON N2R 3E9",WATERLOO,Food Safety,18-Dec-2019,,-
UNIVERSITY GARDEN CHINESE CUISINE,"#425 UNIVERSITY Ave E,  WATERLOO ON N2K 4C9",WATERLOO,Food Safety,27-Aug-2020,2,-
UNO MARKETPLACE,"#5-1201 Franklin Blvd,  Cambridge ON N1R 6R7",AYR,Food Safety,10-Sep-2020,8,-
UPI GAS SNACK SHOP,"#345 FRANKLIN BLVD,  CAMBRIDGE ON N1R 8G7",CAMBRIDGE,Food Safety,10-Apr-2019,1,-
UPPER VILLAGE MARKET & BAKERY,"#7-900 FAIRWAY CRES,  KITCHENER ON N2A 0A1",KITCHENER,Food Safety,17-Nov-2020,,-
UPTOWN BEAUTY LOUNGE (FOOD),"#4 KING ST S,  WATERLOO ON N2J 1N8",WATERLOO,Food Safety,09-Jan-2020,1,-
URBAN SPOON,"#80 YOUNG ST,  KITCHENER ON N2H 4Z1",KITCHENER,Food Safety,27-Nov-2019,1,-
URWA'S PAKISTANI AND INDIAN CUISINE,"#2-402 King St N,  Waterloo ON N2J 2Z3",WATERLOO,Food Safety,21-Feb-2020,1,-
UW - AH-SO SUSHI (SCH),"#200 University Ave W,  Waterloo ON N2L 3G1",WATERLOO,Food Safety,12-Nov-2019,1,-
UW - ASU TUCK SHOP (A1),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,28-Nov-2019,,-
UW - BRIGHT STARTS CO-OPERATIVE EARLY LEARNING CENTRE INC.,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,05-Aug-2020,2,-
UW - BROWSERS (LIB),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,24-Jan-2020,,-
UW - BRUBAKERS (SLC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,20-Nov-2020,,-
UW - CEIT CAFE,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,15-Nov-2019,,-
UW - CHATIME (DC),"#University of Waterloo-200 University Avenue West,  Waterloo ON",WATERLOO,Food Safety,19-Nov-2019,1,-
UW - DC BYTES (DC),"#200 University Avenue West,  Waterloo ON",WATERLOO,Food Safety,13-Jan-2020,1,-
UW - EARLY CHILDHOOD EDUCATIONAL CENTRE,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,21-Sep-2020,,-
UW - EAST END CAFE,"#305 PHILLIP ST,  WATERLOO ON N2L 3W8",WATERLOO,Food Safety,07-Nov-2019,3,-
UW - ENGINEERING SOCIETY COFFEE & DONUT SHOP (CPH),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,15-Nov-2019,1,-
UW - ESS COFFEE SHOP - EV1,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,26-Nov-2019,6,-
UW - EYE OPENER CAFE (OPT),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,24-Jan-2020,,-
UW - FEDERATION HALL,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,03-Mar-2020,,-
UW - FEDS FOOD BANK,"#2104-200 UNIVERSITY Ave W,  WATERLOO ON",WATERLOO,Food Safety,16-Sep-2019,3,-
UW - FEDS PREP KITCHEN,"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,13-Mar-2020,2,-
UW - FRESH EXPRESS (UWP),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,19-Jan-2021,,-
UW - FRSH (AHS),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,09-Mar-2020,1,-
UW - GRAD HOUSE (GRAD STUDENTS),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,04-Dec-2020,1,-
UW - HAGEY HALL HUB (H3),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,-,,-
UW - INTERNATIONAL NEWS (SLC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,06-Nov-2020,1,-
UW - LIQUID ASSETS CAFE (HH),"#200 University Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,27-Sep-2019,,-
UW - MATH SOCIETY COFFEE & DONUT SHOP - (MC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,19-Nov-2019,5,-
UW - ML'S DINER (ML),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,27-Sep-2019,1,-
UW - REVELATION (RON EYDT VILLAGE),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,07-Feb-2020,,-
UW - SCIENCE SOCIETY COFFEE AND DONUT SHOP (BI),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,01-Mar-2019,1,-
UW - SOUTHSIDE MARKETPLACE (SCH),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,12-Nov-2019,6,-
UW - STARBUCKS COFFEE (AHS),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,24-Jan-2020,,-
UW - STARBUCKS COFFEE (STC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,13-Mar-2020,1,-
UW - SUBWAY (SLC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,20-Nov-2020,,-
UW - THE MARKET AT UWP (UWP),"#165 University Ave W,  Waterloo ON N2L 3E9",WATERLOO,Food Safety,19-Jan-2021,2,-
UW - TIM HORTONS (DC),"#200 University Avenue West,  Waterloo Ontario N2L 3G1",WATERLOO,Food Safety,04-Nov-2020,,-
UW - TIM HORTONS (ML),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,28-Jan-2020,,-
UW - TIM HORTONS (SCH),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,12-Nov-2019,2,-
UW - TIM HORTONS (SLC),"#200 UNIVERSITY Ave W,  WATERLOO ON N2L 3G1",WATERLOO,Food Safety,09-Mar-2020,,-
